index,title,authors,year,venue,id,references,abstract,ISCITED_COUNT,AUTHOR_COUNT,REF_COUNT,MAIN_AUTHOR,SECONDARY_AUTHORS,TITLE_TOKEN,ABSTRACT_TOKEN
40223,LocalityAware Request Distribution in Clusterbased Network Servers,"['Vivek S. Pai', 'Mohit Aron', 'Gaurav Banga', 'Michael Svendsen', 'Peter Druschel', 'Willy Zwaenepoel', 'Erich M. Nahum']",1998,ASPLOS,53801,"['597740', '613117', '588564', '407823', '793828', '613142', '597735']",We consider clusterbased network servers in which a frontend directs incoming requests to one of a number of backends Specifically we consider contentbased request distribution the frontend uses the content requested in addition to information about the load on the backend nodes to choose which backend will handle this request Contentbased request distribution can improve locality in the backends main memory caches increase secondary storage scalability by partitioning the servers database and provide the ability to employ backend nodes that are specialized for certain types of requestsAs a specific policy for contentbased request distribution we introduce a simple practical strategy for localityaware request distribution LARD With LARD the frontend distributes incoming requests in a manner that achieves high locality in the backends main memory caches as well as load balancing Locality is increased by dynamically subdividing the servers working set over the backends Tracebased simulation results and measurements on a prototype implementation demonstrate substantial performance improvements over stateoftheart approaches that use only load information to distribute requests On workloads with working sets that do not fit in a single server nodes main memory cache the achieved throughput exceeds that of the stateoftheart approach by a factor of two to fourWith contentbased distribution incoming requests must be handed off to a backend in a manner transparent to the client after the frontend has inspected the content of the request To this end we introduce an efficient TCP handoflprotocol that can hand off an established TCP connection in a clienttransparent manner,115,7,7,Vivek S. Pai,"['Mohit Aron', 'Gaurav Banga', 'Michael Svendsen', 'Peter Druschel', 'Willy Zwaenepoel', 'Erich M. Nahum']","['localityaware', 'request', 'distribution', 'in', 'clusterbased', 'network', 'servers']","['we', 'consider', 'clusterbased', 'network', 'servers', 'in', 'which', 'a', 'frontend', 'directs', 'incoming', 'requests', 'to', 'one', 'of', 'a', 'number', 'of', 'backends', 'specifically', 'we', 'consider', 'contentbased', 'request', 'distribution', 'the', 'frontend', 'uses', 'the', 'content', 'requested', 'in', 'addition', 'to', 'information', 'about', 'the', 'load', 'on', 'the', 'backend', 'nodes', 'to', 'choose', 'which', 'backend', 'will', 'handle', 'this', 'request', 'contentbased', 'request', 'distribution', 'can', 'improve', 'locality', 'in', 'the', 'backends', 'main', 'memory', 'caches', 'increase', 'secondary', 'storage', 'scalability', 'by', 'partitioning', 'the', 'servers', 'database', 'and', 'provide', 'the', 'ability', 'to', 'employ', 'backend', 'nodes', 'that', 'are', 'specialized', 'for', 'certain', 'types', 'of', 'requestsas', 'a', 'specific', 'policy', 'for', 'contentbased', 'request', 'distribution', 'we', 'introduce', 'a', 'simple', 'practical', 'strategy', 'for', 'localityaware', 'request', 'distribution', 'lard', 'with', 'lard', 'the', 'frontend', 'distributes', 'incoming', 'requests', 'in', 'a', 'manner', 'that', 'achieves', 'high', 'locality', 'in', 'the', 'backends', 'main', 'memory', 'caches', 'as', 'well', 'as', 'load', 'balancing', 'locality', 'is', 'increased', 'by', 'dynamically', 'subdividing', 'the', 'servers', 'working', 'set', 'over', 'the', 'backends', 'tracebased', 'simulation', 'results', 'and', 'measurements', 'on', 'a', 'prototype', 'implementation', 'demonstrate', 'substantial', 'performance', 'improvements', 'over', 'stateoftheart', 'approaches', 'that', 'use', 'only', 'load', 'information', 'to', 'distribute', 'requests', 'on', 'workloads', 'with', 'working', 'sets', 'that', 'do', 'not', 'fit', 'in', 'a', 'single', 'server', 'nodes', 'main', 'memory', 'cache', 'the', 'achieved', 'throughput', 'exceeds', 'that', 'of', 'the', 'stateoftheart', 'approach', 'by', 'a', 'factor', 'of', 'two', 'to', 'fourwith', 'contentbased', 'distribution', 'incoming', 'requests', 'must', 'be', 'handed', 'off', 'to', 'a', 'backend', 'in', 'a', 'manner', 'transparent', 'to', 'the', 'client', 'after', 'the', 'frontend', 'has', 'inspected', 'the', 'content', 'of', 'the', 'request', 'to', 'this', 'end', 'we', 'introduce', 'an', 'efficient', 'tcp', 'handoflprotocol', 'that', 'can', 'hand', 'off', 'an', 'established', 'tcp', 'connection', 'in', 'a', 'clienttransparent', 'manner']"
612154,The HearsayII SpeechUnderstanding System Integrating Knowledge to Resolve Uncertainty,"['Lee D. Erman', 'Frederick Hayes-Roth', 'Victor R. Lesser', 'Raj Reddy']",1980,ACM Comput Surv,832504,"['20903', '777157']",,108,4,2,Lee D. Erman,"['Frederick Hayes-Roth', 'Victor R. Lesser', 'Raj Reddy']","['the', 'hearsayii', 'speechunderstanding', 'system', 'integrating', 'knowledge', 'to', 'resolve', 'uncertainty']",[]
464190,Of Nests and Trees A Unified Approach to Processing Queries That Contain Nested Subqueries Aggregates and Quantifiers,['Umeshwar Dayal'],1987,VLDB,642447,"['949714', '1127694', '770707', '1196193', '1118271', '544973', '544972', '2840', '598655', '598632', '598677', '598961', '1118327', '599048', '643176', '599240', '643211', '643597', '599627', '1118657', '1118735', '1065252']",,92,1,22,Umeshwar Dayal,[],"['of', 'nests', 'and', 'trees', 'a', 'unified', 'approach', 'to', 'processing', 'queries', 'that', 'contain', 'nested', 'subqueries', 'aggregates', 'and', 'quantifiers']",[]
363817,Shallow Parsing with Conditional Random Fields,"['Fei Sha', 'Fernando C. N. Pereira']",2003,HLTNAACL,511048,"['797258', '12794', '335312', '335148', '825551', '816799', '20154', '20361', '1032709', '510897', '21176', '985076', '816774', '985115', '816914', '108454']",Conditional random fields for sequence labeling offer advantages over both generative models like HMMs and classifiers applied at each sequence position Among sequence labeling tasks in language processing shallow parsing has received much attention with the development of standard evaluation datasets and extensive comparison among methods We show here how to train a conditional random field to achieve performance as good as any reported base nounphrase chunking method on the CoNLL task and better than any reported single model Improved training methods based on modern optimization algorithms were critical in achieving these results We present extensive comparisons between models and training methods that confirm and strengthen previous results on shallow parsing and training methods for maximumentropy models,119,2,16,Fei Sha,['Fernando C. N. Pereira'],"['shallow', 'parsing', 'with', 'conditional', 'random', 'fields']","['conditional', 'random', 'fields', 'for', 'sequence', 'labeling', 'offer', 'advantages', 'over', 'both', 'generative', 'models', 'like', 'hmms', 'and', 'classifiers', 'applied', 'at', 'each', 'sequence', 'position', 'among', 'sequence', 'labeling', 'tasks', 'in', 'language', 'processing', 'shallow', 'parsing', 'has', 'received', 'much', 'attention', 'with', 'the', 'development', 'of', 'standard', 'evaluation', 'datasets', 'and', 'extensive', 'comparison', 'among', 'methods', 'we', 'show', 'here', 'how', 'to', 'train', 'a', 'conditional', 'random', 'field', 'to', 'achieve', 'performance', 'as', 'good', 'as', 'any', 'reported', 'base', 'nounphrase', 'chunking', 'method', 'on', 'the', 'conll', 'task', 'and', 'better', 'than', 'any', 'reported', 'single', 'model', 'improved', 'training', 'methods', 'based', 'on', 'modern', 'optimization', 'algorithms', 'were', 'critical', 'in', 'achieving', 'these', 'results', 'we', 'present', 'extensive', 'comparisons', 'between', 'models', 'and', 'training', 'methods', 'that', 'confirm', 'and', 'strengthen', 'previous', 'results', 'on', 'shallow', 'parsing', 'and', 'training', 'methods', 'for', 'maximumentropy', 'models']"
842541,Linksharing and resource management models for packet networks,"['Sally Floyd', 'Van Jacobson']",1995,IEEEACM Trans Netw,1122129,"['588536', '588442', '771499', '1122127', '1122147', '588628', '588684', '519467']",,132,2,8,Sally Floyd,['Van Jacobson'],"['linksharing', 'and', 'resource', 'management', 'models', 'for', 'packet', 'networks']",[]
441855,Authentication in Distributed Systems Theory and Practice,"['Butler W. Lampson', 'Martín Abadi', 'Michael Burrows', 'Edward Wobber']",1991,SOSP,613277,"['119637', '771203', '1117538', '833177', '775439', '774566', '614696', '1117435', '1066174', '891854', '625562', '1123205', '120416']",We describe a theory of authentication and a system that implements it Our theory is based on the notion of principal and a ldquospeaks forrdquo relation between principals A simple principal either has a name or is a communication channel a compound principal can express an adopted role or delegated authority The theory shows how to reason about a principals authority by deducing the other principals that it can speak for authenticating a channel is one important application We use the theory to explain many existing and proposed security mechanisms In particular we describe the system we have built It passes principals efficiently as arguments or results of remote procedure calls and it handles public and shared key encryption name lookup in a large name space groups of principals program loading delegation access control and revocation,120,4,13,Butler W. Lampson,"['Martín Abadi', 'Michael Burrows', 'Edward Wobber']","['authentication', 'in', 'distributed', 'systems', 'theory', 'and', 'practice']","['we', 'describe', 'a', 'theory', 'of', 'authentication', 'and', 'a', 'system', 'that', 'implements', 'it', 'our', 'theory', 'is', 'based', 'on', 'the', 'notion', 'of', 'principal', 'and', 'a', 'ldquospeaks', 'forrdquo', 'relation', 'between', 'principals', 'a', 'simple', 'principal', 'either', 'has', 'a', 'name', 'or', 'is', 'a', 'communication', 'channel', 'a', 'compound', 'principal', 'can', 'express', 'an', 'adopted', 'role', 'or', 'delegated', 'authority', 'the', 'theory', 'shows', 'how', 'to', 'reason', 'about', 'a', 'principals', 'authority', 'by', 'deducing', 'the', 'other', 'principals', 'that', 'it', 'can', 'speak', 'for', 'authenticating', 'a', 'channel', 'is', 'one', 'important', 'application', 'we', 'use', 'the', 'theory', 'to', 'explain', 'many', 'existing', 'and', 'proposed', 'security', 'mechanisms', 'in', 'particular', 'we', 'describe', 'the', 'system', 'we', 'have', 'built', 'it', 'passes', 'principals', 'efficiently', 'as', 'arguments', 'or', 'results', 'of', 'remote', 'procedure', 'calls', 'and', 'it', 'handles', 'public', 'and', 'shared', 'key', 'encryption', 'name', 'lookup', 'in', 'a', 'large', 'name', 'space', 'groups', 'of', 'principals', 'program', 'loading', 'delegation', 'access', 'control', 'and', 'revocation']"
839979,System R Relational Approach to Database Management,"['Morton M. Astrahan', 'Mike W. Blasgen', 'Donald D. Chamberlin', 'Kapali P. Eswaran', 'Jim Gray', 'Patricia P. Griffiths', 'W. Frank King III', 'Raymond A. Lorie', 'Paul R. McJones', 'James W. Mehl', 'Gianfranco R. Putzolu', 'Irving L. Traiger', 'Bradford W. Wade', 'Vera Watson']",1976,ACM Trans Database Syst,1118192,"['769587', '525617', '740420', '598297', '770707', '1196193', '642428', '642500', '598689', '598729', '1129303', '643669', '776156', '599825', '643896']",System R is a database management system which provides a high level relational data interface The systems provides a high level of data independence by isolating the end user as much as possible from underlying storage structures The system permits definition of a variety of relational views on common underlying data Data control features are provided including authorization integrity assertions triggered transactions a logging and recovery subsystem and facilities for maintaining data consistency in a sharedupdate environment This paper contains a description of the overall architecture and design of the system At the present time the system is being implemented and the design evaluated We emphasize that System R is a vehicle for research in database architecture and is not planned as a product,362,14,15,Morton M. Astrahan,"['Mike W. Blasgen', 'Donald D. Chamberlin', 'Kapali P. Eswaran', 'Jim Gray', 'Patricia P. Griffiths', 'W. Frank King III', 'Raymond A. Lorie', 'Paul R. McJones', 'James W. Mehl', 'Gianfranco R. Putzolu', 'Irving L. Traiger', 'Bradford W. Wade', 'Vera Watson']","['system', 'r', 'relational', 'approach', 'to', 'database', 'management']","['system', 'r', 'is', 'a', 'database', 'management', 'system', 'which', 'provides', 'a', 'high', 'level', 'relational', 'data', 'interface', 'the', 'systems', 'provides', 'a', 'high', 'level', 'of', 'data', 'independence', 'by', 'isolating', 'the', 'end', 'user', 'as', 'much', 'as', 'possible', 'from', 'underlying', 'storage', 'structures', 'the', 'system', 'permits', 'definition', 'of', 'a', 'variety', 'of', 'relational', 'views', 'on', 'common', 'underlying', 'data', 'data', 'control', 'features', 'are', 'provided', 'including', 'authorization', 'integrity', 'assertions', 'triggered', 'transactions', 'a', 'logging', 'and', 'recovery', 'subsystem', 'and', 'facilities', 'for', 'maintaining', 'data', 'consistency', 'in', 'a', 'sharedupdate', 'environment', 'this', 'paper', 'contains', 'a', 'description', 'of', 'the', 'overall', 'architecture', 'and', 'design', 'of', 'the', 'system', 'at', 'the', 'present', 'time', 'the', 'system', 'is', 'being', 'implemented', 'and', 'the', 'design', 'evaluated', 'we', 'emphasize', 'that', 'system', 'r', 'is', 'a', 'vehicle', 'for', 'research', 'in', 'database', 'architecture', 'and', 'is', 'not', 'planned', 'as', 'a', 'product']"
816973,Maude specification and programming in rewriting logic,"['Manuel Clavel', 'Francisco Durán', 'Steven Eker', 'Patrick Lincoln', 'Narciso Martí-Oliet', 'José Meseguer', 'Jose F. Quesada']",2002,Theor Comput Sci,1090119,"['626379', '888873', '17333', '114499', '563642', '208572', '114495', '208604', '488594', '219333', '563516', '40260', '173140', '39980', '267349', '530160', '651550', '1094848', '1091317', '1089603', '1090121', '697', '1091519', '1059662', '1093429', '994326', '563538', '546397']",Maude is a highlevel language and a highperformance system supporting executable specification and declarative programming in rewriting logic Since rewriting logic contains equational logic Maude also supports equational specification and programming in its sublanguage of functional modules and theories The underlying equational logic chosen for Maude is membership equational logic that has sorts subsorts operator overloading and partiality definable by membership and equality conditions Rewriting logic is reflective in the sense of being able to express its own metalevel at the object level Reflection is systematically exploited in Maude endowing the language with powerful metaprogramming capabilities including both userdefinable module operations and declarative strategies to guide the deduction process This paper explains and illustrates with examples the main concepts of Maudes language design including its underlying logic functional system and objectoriented modules as well as parameterized modules theories and views We also explain how Maude supports reflection metaprogramming and internal strategies The paper outlines the principles underlying the Maude system implementation including its semicompilation techniques We conclude with some remarks about applications work on a formal environment for Maude and a mobile language extension of Maude,104,7,28,Manuel Clavel,"['Francisco Durán', 'Steven Eker', 'Patrick Lincoln', 'Narciso Martí-Oliet', 'José Meseguer', 'Jose F. Quesada']","['maude', 'specification', 'and', 'programming', 'in', 'rewriting', 'logic']","['maude', 'is', 'a', 'highlevel', 'language', 'and', 'a', 'highperformance', 'system', 'supporting', 'executable', 'specification', 'and', 'declarative', 'programming', 'in', 'rewriting', 'logic', 'since', 'rewriting', 'logic', 'contains', 'equational', 'logic', 'maude', 'also', 'supports', 'equational', 'specification', 'and', 'programming', 'in', 'its', 'sublanguage', 'of', 'functional', 'modules', 'and', 'theories', 'the', 'underlying', 'equational', 'logic', 'chosen', 'for', 'maude', 'is', 'membership', 'equational', 'logic', 'that', 'has', 'sorts', 'subsorts', 'operator', 'overloading', 'and', 'partiality', 'definable', 'by', 'membership', 'and', 'equality', 'conditions', 'rewriting', 'logic', 'is', 'reflective', 'in', 'the', 'sense', 'of', 'being', 'able', 'to', 'express', 'its', 'own', 'metalevel', 'at', 'the', 'object', 'level', 'reflection', 'is', 'systematically', 'exploited', 'in', 'maude', 'endowing', 'the', 'language', 'with', 'powerful', 'metaprogramming', 'capabilities', 'including', 'both', 'userdefinable', 'module', 'operations', 'and', 'declarative', 'strategies', 'to', 'guide', 'the', 'deduction', 'process', 'this', 'paper', 'explains', 'and', 'illustrates', 'with', 'examples', 'the', 'main', 'concepts', 'of', 'maudes', 'language', 'design', 'including', 'its', 'underlying', 'logic', 'functional', 'system', 'and', 'objectoriented', 'modules', 'as', 'well', 'as', 'parameterized', 'modules', 'theories', 'and', 'views', 'we', 'also', 'explain', 'how', 'maude', 'supports', 'reflection', 'metaprogramming', 'and', 'internal', 'strategies', 'the', 'paper', 'outlines', 'the', 'principles', 'underlying', 'the', 'maude', 'system', 'implementation', 'including', 'its', 'semicompilation', 'techniques', 'we', 'conclude', 'with', 'some', 'remarks', 'about', 'applications', 'work', 'on', 'a', 'formal', 'environment', 'for', 'maude', 'and', 'a', 'mobile', 'language', 'extension', 'of', 'maude']"
564031,Introduction,"['Mike P. Papazoglou', 'Dimitrios Georgakopoulos']",2003,Commun ACM,774896,[],,124,2,0,Mike P. Papazoglou,['Dimitrios Georgakopoulos'],['introduction'],[]
428928,Interactive texture mapping,"['Jérôme Maillot', 'Hussein Yahia', 'Anne Verroust']",1993,SIGGRAPH,593638,"['593084', '593036', '770144']",,85,3,3,Jérôme Maillot,"['Hussein Yahia', 'Anne Verroust']","['interactive', 'texture', 'mapping']",[]
432762,Predicate Migration Optimizing Queries with Expensive Predicates,"['Joseph M. Hellerstein', 'Michael Stonebraker']",1993,SIGMOD Conference,598853,"['642251', '1112681', '642447', '772568', '1112850', '545150', '1118397', '642889', '643036', '643176', '1093030', '643207', '521198', '599557', '1553726', '643615', '599627', '599841', '599849', '599833', '494', '1113697', '2123', '2500']",The traditional focus of relational query optimization schemes has been on the choice of join methods and join orders Restrictions have typically been handled in query optimizers by ldquopredicate pushdownrdquo rules which apply restrictions in some random order before as many joins as possible These rules work under the assumption that restriction is essentially a zerotime operation However todays extensible and objectoriented database systems allow users to define timeconsuming functions which may be used in a querys restriction and join predicates Furthermore SQL has long supported subquery predicates which may be arbitrarily timeconsuming to check Thus restrictions should not be considered zerotime operations and the model of query optimization must be enhanced In this paper we develop a theory for moving expensive predicates in a query plan so that the total cost of the plan mdash including the costs of both joins and restrictions mdash is minimal We present an algorithm to implement the theory as well as results of our implementation in POSTGRES Our experience with the newly enhanced POSTGRES query optimizer demonstrates that correctly optimizing queries with expensive predicates often produces plans that are orders of magnitude faster than plans generated by a traditional query optimizer The additional complexity of considering expensive predicates during optimization is found to be manageably small,90,2,24,Joseph M. Hellerstein,['Michael Stonebraker'],"['predicate', 'migration', 'optimizing', 'queries', 'with', 'expensive', 'predicates']","['the', 'traditional', 'focus', 'of', 'relational', 'query', 'optimization', 'schemes', 'has', 'been', 'on', 'the', 'choice', 'of', 'join', 'methods', 'and', 'join', 'orders', 'restrictions', 'have', 'typically', 'been', 'handled', 'in', 'query', 'optimizers', 'by', 'ldquopredicate', 'pushdownrdquo', 'rules', 'which', 'apply', 'restrictions', 'in', 'some', 'random', 'order', 'before', 'as', 'many', 'joins', 'as', 'possible', 'these', 'rules', 'work', 'under', 'the', 'assumption', 'that', 'restriction', 'is', 'essentially', 'a', 'zerotime', 'operation', 'however', 'todays', 'extensible', 'and', 'objectoriented', 'database', 'systems', 'allow', 'users', 'to', 'define', 'timeconsuming', 'functions', 'which', 'may', 'be', 'used', 'in', 'a', 'querys', 'restriction', 'and', 'join', 'predicates', 'furthermore', 'sql', 'has', 'long', 'supported', 'subquery', 'predicates', 'which', 'may', 'be', 'arbitrarily', 'timeconsuming', 'to', 'check', 'thus', 'restrictions', 'should', 'not', 'be', 'considered', 'zerotime', 'operations', 'and', 'the', 'model', 'of', 'query', 'optimization', 'must', 'be', 'enhanced', 'in', 'this', 'paper', 'we', 'develop', 'a', 'theory', 'for', 'moving', 'expensive', 'predicates', 'in', 'a', 'query', 'plan', 'so', 'that', 'the', 'total', 'cost', 'of', 'the', 'plan', 'mdash', 'including', 'the', 'costs', 'of', 'both', 'joins', 'and', 'restrictions', 'mdash', 'is', 'minimal', 'we', 'present', 'an', 'algorithm', 'to', 'implement', 'the', 'theory', 'as', 'well', 'as', 'results', 'of', 'our', 'implementation', 'in', 'postgres', 'our', 'experience', 'with', 'the', 'newly', 'enhanced', 'postgres', 'query', 'optimizer', 'demonstrates', 'that', 'correctly', 'optimizing', 'queries', 'with', 'expensive', 'predicates', 'often', 'produces', 'plans', 'that', 'are', 'orders', 'of', 'magnitude', 'faster', 'than', 'plans', 'generated', 'by', 'a', 'traditional', 'query', 'optimizer', 'the', 'additional', 'complexity', 'of', 'considering', 'expensive', 'predicates', 'during', 'optimization', 'is', 'found', 'to', 'be', 'manageably', 'small']"
432709,SecondOrder Signature A Tool for Specifying Data Models Query Processing and Optimization,['Ralf Hartmut Güting'],1993,SIGMOD Conference,598785,"['1137947', '544780', '544811', '1127444', '1118244', '145135', '176272', '832327', '598456', '598655', '642694', '1120149', '545117', '598791', '642764', '620572', '1065257', '972578', '304043', '599435', '1113404', '68008', '304105', '145230', '176601', '599849', '599877', '579417', '484267', '553000', '484157', '711']",,17,1,32,Ralf Hartmut Güting,[],"['secondorder', 'signature', 'a', 'tool', 'for', 'specifying', 'data', 'models', 'query', 'processing', 'and', 'optimization']",[]
463904,An Incremental Join Attachment for Starburst,"['Michael J. Carey', 'Eugene J. Shekita', 'George Lapis', 'Bruce G. Lindsay', 'John McPherson']",1990,VLDB,642115,"['1118192', '642017', '599672', '770539', '642429', '192', '598791', '1112850', '599215', '599158', '1118651', '521263', '599711', '599712', '1118706']",,15,5,15,Michael J. Carey,"['Eugene J. Shekita', 'George Lapis', 'Bruce G. Lindsay', 'John McPherson']","['an', 'incremental', 'join', 'attachment', 'for', 'starburst']",[]
589859,RealTime Data Fusion in the Intensive Care Unit,"['Michael Factor', 'David Gelernter', 'Craig E. Kolb', 'Perry L. Miller', 'Dean F. Sittig']",1991,IEEE Computer,806357,"['806970', '1117450', '832504', '747989', '770492']",A description is given of the process trellis a domain and hardwareindependent software architecture Its usefulness in building the Intelligent Cardiovascular Monitor a realtime clinical decisionsupport system whose pavingstone interface gives a clinician an instantaneous overview of a patients status is demonstrated Issues of parallelism realtime operation and visualization are discussed,4,5,5,Michael Factor,"['David Gelernter', 'Craig E. Kolb', 'Perry L. Miller', 'Dean F. Sittig']","['realtime', 'data', 'fusion', 'in', 'the', 'intensive', 'care', 'unit']","['a', 'description', 'is', 'given', 'of', 'the', 'process', 'trellis', 'a', 'domain', 'and', 'hardwareindependent', 'software', 'architecture', 'its', 'usefulness', 'in', 'building', 'the', 'intelligent', 'cardiovascular', 'monitor', 'a', 'realtime', 'clinical', 'decisionsupport', 'system', 'whose', 'pavingstone', 'interface', 'gives', 'a', 'clinician', 'an', 'instantaneous', 'overview', 'of', 'a', 'patients', 'status', 'is', 'demonstrated', 'issues', 'of', 'parallelism', 'realtime', 'operation', 'and', 'visualization', 'are', 'discussed']"
